original order,Case Number.1,Date,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N/U),Species,Injury,Investigator or Source,href
5442.0,2011.09.28.a,28-Sep-2011,Set,2011.0,Não Provocado,south africa,Western Cape Province,Clovely Beach,Swimming,M,43,Não,White shark,"Right leg severed, left leg lacerated","News 24, 9/29/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.28.a-Cohen.pdf
5441.0,2011.09.24.b,24-Sep-2011,Set,2011.0,Não Provocado,usa,Florida,"Santa Maria Island, Manatee County",Spearfishing,M,21,Não,"Bull shark, 6'",Laceration to left thigh,"Herald Tribune, 9/24/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.b-Wickersham.pdf
5440.0,2011.09.24.a,24-Sep-2011,Set,2011.0,Não Provocado,usa,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,M,5,Não,Desconhecido,Laceration to left thigh,"Sun News, 9/26/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.24.a-O'Hara.pdf
5439.0,2011.09.20,20-Sep-2011,Set,2011.0,Barco,usa,Hawaii,Kauai,Canoeing,M,,Não,Desconhecido,"No injury, canoe bitten by shark","R. Mizutani, KHON2, 9/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.20-Bartlett.pdf
5438.0,2011.09.19,19-Sep-2011,Set,2011.0,Não Provocado,reunion,Saint-Gilles,Boucan-Canot,Body boarding,M,38,Sim,Desconhecido,FATAL,zinfos974,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.19-Schiller.pdf
5437.0,2011.09.17,17-Sep-2011,Set,2011.0,Não Provocado,kenya,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,M,17,Sim,Desconhecido,FATAL,"Mombasa411, 9/20/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.17-Kenya.pdf
5436.0,2011.09.16,16-Sep-2011,Set,2011.0,Não Provocado,usa,Florida,New Smyrna Beach,Surfing,M,25,Não,4' to 6' shark,Lacerations to arm,"Daytona Beach News-Journal, 9/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.16-Jorgensen.pdf
5435.0,2011.09.11.b,11-Sep-2011,Set,2011.0,Não Provocado,usa,California,"Samoa Beach, Humboldt County",Surfing,M,37,Não,Desconhecido,"No injury, board bitten",R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.b-Benji-Rose.pdf
5434.0,2011.09.11.a,11-Sep-2011,Set,2011.0,Não Provocado,papua new guinea,Central Province,"Hula, near Port Moresby",Kite Surfing,M,30,Não,"Tiger shark, 2m",Lacerations to right leg,"Sydney Morning Herald, 9/12/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.a-Viot.pdf
5433.0,2011.09.04.b,04-Sep-2011,Set,2011.0,Não Provocado,usa,Hawaii,"Nimitz State Beach, Oahu",Surfing,Desconhecido,,Não,Desconhecido,"No injury, shark bit surfboard","KITV.com, 9/4/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.b-Felipe.pdf
5432.0,2011.09.04.a,04-Sep-2011,Set,2011.0,Não Provocado,australia,Western Australia, Bunker Bay,Body boarding,M,21,Sim,White shark,FATAL,"Sunshine Coast Daily, 9/5/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.a-Burden.pdf
5431.0,2011.09.02,02-Sep-2011,Set,2011.0,Não Provocado,usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Não,"6' shark, possibly a blactip or spinner shark",Lacerations to ankle & foot,"WESH.com, 9/2/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.02-True.pdf
5430.0,2011.08.31,31-Aug-2011,Ago,2011.0,Não Provocado,usa,Florida,Crescent Beach St. Johns County,Surfing,M,19,Não,6' shark,Lacerations to lower leg,"News4JAX, 9/1/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.31-Lancaster.pdf
5429.0,2011.08.28.b,28-Aug-2011,Ago,2011.0,Desconhecido,australia,Queensland,Fantome Island,Swimming,M,48,Desconhecido,Shark involvement prior to death not confirmed,FATAL,"Courier Pigeon, 8/30/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28-Roosteer.pdf
5428.0,2011.08.28.a,28-Aug-2011,Ago,2011.0,Não Provocado,usa,Texas,"Grass Island, Aransas County",Wade Fishing,F,39,Não,Desconhecido,"Lacerations to anterior left shin, abrasion to posteior right leg",M. Locklear,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28.a-Locklear.pdf
5427.0,2011.08.26,26-Aug-2011,Ago,2011.0,Não Provocado,russia,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",M,,Não,Desconhecido,Superficial laceration to shoulder,"Voice of Russia, 8/27/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.26-Nechaev.pdf
5426.0,2011.08.24.b,24-Aug-2011 ,Ago,2011.0,Não Provocado,usa,North Carolina,"Buxton Beach, Dare County",Surfing,M,21,Não,Desconhecido,Lacerations to foot,Shark Times,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.b-Dinneen.pdf
5425.0,2011.08.24.a,24-Aug-2011 ,Ago,2011.0,Não Provocado,usa,North Carolina,Holden Beach. Brunswick County,Desconhecido,M,10,Não,Desconhecido,Heel bitten,"WECT.com, 8/24/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.a-Holden.pdf
5424.0,2011.08.23,23-Aug-2011,Ago,2011.0,Não Provocado,south africa,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,M,49,Sim,"White shark, >6'",FATAL,"News24, 8/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.23-VanHeerden.pdf
5423.0,2011.08.18,18-Aug-2011,Ago,2011.0,Não Provocado,russia,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,M,16,Não,Desconhecido,"Lacerations to hip, thigh and knee","Ria Novosti, 8/18/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.18-Siderovich.pdf
5422.0,2011.08.17.c.,17-Aug-2011,Ago,2011.0,Não Provocado,usa,North Carolina,"Kure Beach, New Hanover County",Wading,F,20s,Não,Possibly a 5' to 6' sandtiger shark,Lacerations to foot,C. Creswell,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.c-Aronian.pdf
5421.0,2011.08.17.b.,17-Aug-2011,Ago,2011.0,Desconhecido,usa,North Carolina,"Wrightsville Beach, New Hanover County",Desconhecido,M,12,Desconhecido,Shark involvement not confirmed,Abrasions to left hand,"C. Creswell, GSAF; Wway, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.b-child.pdf
5420.0,2011.08.17.a,17-Aug-2011,Ago,2011.0,Não Provocado,russia,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,M,25,Não,4 m shark,Hands severed,"AsiaOne, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.a-Udovenko.pdf
5419.0,2011.08.16.c,16-Aug-2011,Ago,2011.0,Não Provocado,french polynesia,Society Islands,"Teahupoo, Tahiti",Surfing,M,32,Não,Grey reef shark ,"No injury, board bitten",Sharksurvivors.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.c-D'Esposito.pdf
5418.0,2011.08.16.b,16-Aug--2011,Ago,2011.0,Não Provocado,usa,Puerto Rico, Vieques,Floating ,M,27,Não,Desconhecido,Lacerations to  lower right leg and foot,"El Nuevodia, 7/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.b-Strunk.pdf
5417.0,2011.08.16.a,16-Aug-2011,Ago,2011.0,Não Provocado,seychelles,Praslin,Anse Lazio ,Swimming or Snorkeling,M,30,Sim,"Bull shark, 6'",FATAL,"P. Cahalan, The Independent, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.a-Redmond.pdf
5416.0,2011.08.15,15-Aug-2011,Ago,2011.0,Desconhecido,usa,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,M,7,Não,Shark involvement not confirmed,Puncture wounds to foot,"C. Creswell; Carolina Live, 8/15/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.15-Varney.pdf
5415.0,2011.08.11,11-Aug--2011,Ago,2011.0,Não Provocado,usa,North Carolina,Beaufort Inlet,Swimming,M,54,Não,Desconhecido,Lower right leg bitten,"Eyewitness News 9, 8/12/011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.11-DonnieWhite.pdf
5414.0,2011.08.01,01-Aug-2011,Ago,2011.0,Não Provocado,seychelles,Praslin,Anse Lazio ,Diving,M,36,Sim,Desconhecido,FATAL,"Gulf News, 8/2/2011; Clicanoo, 8/4/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.01-Virolle.pdf
5413.0,2011.07.31,31-Jul-2011,Jul,2011.0,Desconhecido,brazil,Pernambuco,Praia do Pina,Swimming,M,14,Desconhecido,Shark involvement prior to death not confirmed,Cause of death may have been drowning; remains scavenged by sharks,surfguru.com.br ,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.31-GabrielAlves-dos-Santos.pdf
5412.0,2011.07.30,30-Jul-2011,Jul,2011.0,Desastre do Mar,philippines,,,Sea disaster,M,43,Não,Desconhecido,The two Malabagos were bitten by sharks but survived. The other occupants of the boat  were rescued.,"ABS-CBN News, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.30-Malabago.pdf
5411.0,2011.07.25,25-Jul-2011,Jul,2011.0,Não Provocado,usa,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,M,,Não,Desconhecido,"No injury, shark bit boot","NBC, 7/28/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.25-Aubrey.pdf
5410.0,2011.07.22,22-Jul-2011,Jul,2011.0,Não Provocado,south africa,Eastern Cape Province,"Cintza Beach, East London",Surfing,M,29,Não,"White shark, 3m to 4m",Upper left arm & right leg bitten,"Zigzag, 7/22/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.22-Struwig.pdf
5409.0,2011.07.19,19-Jul-2011,Jul,2011.0,Não Provocado,usa,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,F,6,Não,Desconhecido,Lower right leg & foot bitten,"C. Creswell, GSAF; WITN.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.19-Mangum.pdf
5408.0,2011.07.15,15-Jul-2011,Jul,2011.0,Barco,reunion,Saint-Gilles,Brisants. ,Kayaking or Wave skiing,M,,Não,Desconhecido,No injury,"Le Post, 7/19/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.15-Reunion-kayaker.pdf
5407.0,2011.07.13.b,13-Jul-2011,Jul,2011.0,Não Provocado,usa,Texas,"South Padre Island, Cameron County",Surf fishing,M,,Não,Desconhecido,Lacerations to left foot,E.G. Paez,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13.b-Paez.pdf
5406.0,2011.07.13.a,13-Jul-2011,Jul,2011.0,Não Provocado,bahamas,Grand Bahama Island,Off Lucaya,Scuba diving,M,54,Não,Desconhecido,Injuries to arm,"Royal Bahamas Police Force, 7/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13-diver-Bahamas.pdf
5405.0,2011.07.07.b,07-Jul-2011,Jul,2011.0,Não Provocado,usa,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,M,12,Não,Desconhecido,Foot bitten,"A. Acosta, Victoria Advocate, 7/9/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.b-Vossler.pdf
5404.0,2011.07.07.a,07-Jul-2011,Jul,2011.0,Não Provocado,usa,Texas,"Mustang Island, Nueces County",Wade Fishing,M,14,Não,Desconhecido,Lacerations to right foot,"J. Martinez, Corpus Christi Caller Times, 7/19/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.a-Hamilton.pdf
5403.0,2011.07.06,06-Jul-2011,Jul,2011.0,Não Provocado,reunion,Saint-Gilles,Roches Noires,Surfing,M,16,Não,Desconhecido,Minor injuries: scratches on nose & ankle. Board broken in two,"V. Boyer, Le Journal de lîle de la Réunion, 7/7/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.06-Arnaud.pdf
5402.0,2011.07.05,05-Jul-2011,Jul,2011.0,Não Provocado,columbia,Sucre,"Libertad, San Onofre",Kayaking,M,17,Não,Desconhecido,"Right arm bitten, defense wounds to left hand","El Universal, 7/6/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.05-Vidal.pdf
5401.0,2011.06.30,30-Jun-2011,Jun,2011.0,Não Provocado,turks & caicos,Middle Caicos,Mudjin Harbor,Snorkeling,M,28,Não,Desconhecido,Lacerations to left shoulder and back,"T. Cyronak, R. Collier",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.30-Cryonak.pdf
5400.0,2011.06.29,29-Jun-2011,Jun,2011.0,Não Provocado,brazil,Pernambuco,Praia do Pina,Surfing,M,21,Não,Desconhecido,Lacerations to right thigh,"USA Today, 6/29/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.29-Brazil.pdf
5399.0,2011.06.28,28-Jun-2011,Jun,2011.0,Não Provocado,south africa,KwaZulu-Natal,Aliwal Shoal,Scuba diving,M,22,Não,"Bull shark, 3m female",Severe lacerations to hands and  left leg,"Surfline.com, 6/28/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.28-Stanchi.pdf
5398.0,2011.06.26,26-Jun-2008,Jun,2011.0,Não Provocado,usa,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,F,10,Não,"Bull shark, 6'",Ankle bitten,C. Creswell & G. Hubbell,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.26-Cartwright.pdf
5397.0,2011.06.24,24-Jun-2011,Jun,2011.0,Não Provocado,usa,California,"San Onofre State Beach, San Diego County",Surfing,M,,Não,"White shark, 5' k",Shark leapt onto surfboard; surfer uninjured ,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.24-Green.pdf
5396.0,2011.06.21,21-Jun-2011,Jun,2011.0,Não Provocado,usa,Florida,"Perdido Key, Escambia County",Jet skiing,M,20,Não,Desconhecido,Lacerations to foot and ankle,"B. Raines, Press-Register, 6/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.21-McConnell.pdf
5395.0,2011.06.19.b,19-Jun-2011,Jun,2011.0,Não Provocado,turks & caicos,Caicos Bank,French Cay,Spearfishing,M,35,Não,5' shark,Right calf bitten,"fptci.com, 6/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.b-Lewis.pdf
5394.0,2011.06.19.a,19-Jun-2011,Jun,2011.0,Não Provocado,costa rica,Guanacaste,Playa Grande,Surfing,M,15,Sim,Desconhecido,FATAL,"D. Martinez, Tico Times, 6/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.a-Moraga.pdf
5393.0,2011.06.15,15-Jun-2011,Jun,2011.0,Não Provocado,reunion,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,M,31,Sim,Desconhecido,FATAL,"Surfprevention.com, 6/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.15-Auber.pdf
5392.0,2011.06.14.R,Reported 14-Jun-2011,Jun,2011.0,Barco,united kingdom,Cornwall,St. Ives,Fishing,Desconhecido,,Não,"Oceanic whitetip shark, 7'","No injury, shark slammed into boat","G. Box-Turnbull, Daily Mirror, 6/14/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.14.R-St.Ives.pdf
5391.0,2011.06.12,12-Jun-2011,Jun,2011.0,Não Provocado,usa,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,M,28,Não,"Blacktip shark, 4'",Lacerations to right calf,"WPTV, 6/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.12-Webb.pdf
5390.0,2011.06.06.R,Reported 06-Jun-2011,Jun,2011.0,Não Provocado,columbia,San Andrés archipelago,Albuquerque Cay,Spearfishing,M,24,Não,Desconhecido,Injuries to right hand and forearm,"Il Isleno.com, 6/6/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.R-James.pdf
5389.0,2011.06.06.b,06-Jun-2011,Jun,2011.0,Não Provocado,usa,California,"La Jolla, San Diego County",Spearfishing,M,28,Não,"Sevengill shark, 6' to 8'","No injury, minor damage to wetsuit",R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.b-Schlaefli.pdf
5388.0,2011.06.06.a,06-Jun-2011,Jun,2011.0,Não Provocado,usa,Florida,"New Smyrna Beach, Volusia County",Wading,M,19,Não,3' to 4' shark,Puncture wound to calf,"L. Lelis, Orlando Sentinel, 6/7/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.a-McIntosh.pdf
5387.0,2011.06.01,01-Jun-2011,Jun,2011.0,Não Provocado,malaysia,Kedah,Palau Payar,Snorkeling,F,,Não,Blacktip reef shark ,Laceration to dorsum of right foot,meglognature.blogspot.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.01-Malaysia.pdf
5386.0,2011.05.30,30-May-2011,Mai,2011.0,Não Provocado,usa,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,F,22,Não,Desconhecido,Lacerations & punctures to right thigh ,"KHOU.com, 5/31/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.30-Robertson.pdf
5385.0,2011.05.29,29-May-2011,Mai,2011.0,Não Provocado,south africa,Western Cape Province,Robberg Beach,Surfing,M,33,Não,White shark,"No injury, board bumped by shark","The George Herald, 5/30/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.29-Nelson.pdf
5384.0,2011.05.25,25-May-2011,Mai,2011.0,Não Provocado,usa,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,F,,Não,"Tiger shark, 10'","No injury, board bitten","Star Advertiser, 5/26/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.25-Fernandez.pdf
5383.0,2011.05.22,22-May-2011,Mai,2011.0,Não Provocado,usa,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,F,,Não,Tiger shark,"No injury, board bitten","Hawaii News Now, 5/22/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.22-DeBina.pdf
5382.0,2011.05.21.b,21-May-2011,Mai,2011.0,Não Provocado,south africa,KwaZulu-Natal,Levan Point,Spearfishing,M,28,Sim,Zambesi shark,"Thigh bitten, FATAL","News 24, 5/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.b-Smart.pdf
5381.0,2011.05.13.b,13-May-2011,Mai,2011.0,Não Provocado,usa,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,M,86,Não,Desconhecido,Lacerations to left foot & ankle,"News 4, 5/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.b-Brown.pdf
5380.0,2011.05.21.a,21-May-2011,Mai,2011.0,Não Provocado,new caledonia,North Province,Kendec,Kite Boarding,M,15,Sim," Tiger shark, 2.8m","Thigh bitten, FATAL","Radio New Zealand & Les Nouvelles Caledoniennes, 5/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.a-Nathan.pdf
5379.0,2011.05.13.a,13-May-2011,Mai,2011.0,Não Provocado,usa,Florida,"Ormond Beach, Volusia County",Surfing,M,37,Não,Desconhecido,Minor injury; puncture wounds to calf,"L. Lelis, Orlando Sentinel, 5/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.a-Bronson.pdf
5378.0,2011.05.10,10-May-2011,Mai,2011.0,Provocado,usa,Florida,Miami,Fishing ,M,,Não,"Sandbar shark, 8'",Laceration to arm by captive shark PROVOKED INCIDENT,"News 7, 5/11/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.10-Storch.pdf
5377.0,2011.05.07.R,Reported 07-May-2011,Mai,2011.0,Desconhecido,united arab emirates (uae),Umm al Qaywayan Province,Khor Fakkan ,Fishing ,M,43,Desconhecido,Invalid,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman","Emirates 24/7 News, 5/7/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.07.R-UAE.pdf
5376.0,2011.05.04,04-May-2011,Mai,2011.0,Não Provocado,south africa,KwaZulu-Natal,Palm Beach,Spearfishing,M,37,Não,Desconhecido,Calf bitten,"The Witness, 5/10/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.04-Burger.pdf
5375.0,2011.04.26,26-Apr-2011,Abr,2011.0,Não Provocado,usa,Florida,"Riviera Beach, Palm Beach County",Spearfishing,M,32,Não,"Bull shark, 12'",Calf bitten,"J. Wigham III, Palm Beach Post, 4/27/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.26-Seagrich.pdf
5374.0,2011.04.23,23-Apr-2011,Abr,2011.0,Não Provocado,australia,Western Australia,Red Bluffs,Washing sand off a speared fish,M,17,Não,"reef shark, 1.5m",Heel bitten,"T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.23-VanderVyver.pdf
5373.0,2011.04.22,22-Apr-2011,Abr,2011.0,Não Provocado,usa,Florida,"New Smyrna Beach, Volusia County",Surfing ,M,49,Não,1' to 2' shark,Minor puncture wounds,S. Petersohn,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.22-RonWhite.pdf
5372.0,2011.04.16,16-Apr-2011,Abr,2011.0,Não Provocado,new zealand,South Island,Snapper Point,Surfing,M,41,Não,possibly a bronze whaler shark,Puncture to left hand,"R.D. Weeks, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.16-Hobson.pdf
5371.0,2011.04.12,13-Apr-2011,Abr,2011.0,Não Provocado,indonesia,Bali,Balian,Surfing,M,,Não," Bull shark, 2.5 m",Lacerations to forearm,"A.Brenneka, SharkAttackSurvivors.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.12-Ferrar.pdf
5370.0,2011.04.08,08-Apr-2011,Abr,2011.0,Não Provocado,fiji,Vitu Levu,"Malake Island, Ra Province",Diving,M,27,Não,Desconhecido,Minor injuries to left leg and hand,"Bula Namaste, 4/10/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.08-Caucau.pdf
5369.0,2011.03.29.R,Reported 29-Mar-2011,Mar,2011.0,Provocado,usa,Texas,Matagorda Beach,"Standing, holding shark pup",M,,Não,Blacktip shark pup,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,"You Tube, Baby Blacktip Shark Attack - How NOT to hold a shark.",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.29.R-Orlando.pdf
